property1,section,ticket,type,price,lat,lon
Glendurgan Garden,Whole property,1 adult and up to 3 children,Standard,14.25,50.10914,-5.116531
Glendurgan Garden,Whole property,Adult,Gift aid,10.5,50.10914,-5.116531
Glendurgan Garden,Whole property,Adult,Standard,9.5,50.10914,-5.116531
Glendurgan Garden,Whole property,Group Adult,Standard,8.9,50.10914,-5.116531
Glendurgan Garden,Whole property,Child,Gift aid,5.3,50.10914,-5.116531
Glendurgan Garden,Whole property,Child,Standard,4.75,50.10914,-5.116531
Glendurgan Garden,Whole property,Group Child,Standard,4.5,50.10914,-5.116531
Goddards House and Garden,Whole property,Family,Gift aid,19.25,53.940102,-1.10261
Goddards House and Garden,Whole property,Family,Standard,17.2,53.940102,-1.10261
Goddards House and Garden,Whole property,Adult,Gift aid,7.7,53.940102,-1.10261
Goddards House and Garden,Whole property,Adult,Standard,6.9,53.940102,-1.10261
Goddards House and Garden,Whole property,Child,Gift aid,3.85,53.940102,-1.10261
Goddards House and Garden,Whole property,Child,Standard,3.4,53.940102,-1.10261
Godolphin,Whole property,Family,Gift aid,23.7,50.1367,-5.36116
Godolphin,Whole property,Family,Standard,21.5,50.1367,-5.36116
Godolphin,Garden and outbuildings only,Family,Gift aid,19.75,50.1367,-5.36116
Godolphin,Garden and outbuildings only,Family,Standard,17.9,50.1367,-5.36116
Godolphin,Whole property,Family with 1 adult,Gift aid,14.2,50.1367,-5.36116
Godolphin,Whole property,Family with 1 adult,Standard,12.9,50.1367,-5.36116
Godolphin,Garden and outbuildings only,Family with 1 adult,Gift aid,11.85,50.1367,-5.36116
Godolphin,Garden and outbuildings only,Family with 1 adult,Standard,10.75,50.1367,-5.36116
Godolphin,Whole property,Adult,Gift aid,9.5,50.1367,-5.36116
Godolphin,Whole property,Adult,Standard,8.6,50.1367,-5.36116
Godolphin,Whole property,Group Adult,Standard,8,50.1367,-5.36116
Godolphin,Garden and outbuildings only,Adult,Gift aid,7.95,50.1367,-5.36116
Godolphin,Garden and outbuildings only,Adult,Standard,7.2,50.1367,-5.36116
Godolphin,Garden and outbuildings only,Group Adult,Standard,6.7,50.1367,-5.36116
Godolphin,Whole property,Child,Gift aid,4.8,50.1367,-5.36116
Godolphin,Whole property,Child,Standard,4.3,50.1367,-5.36116
Godolphin,Whole property,Group Child,Standard,4,50.1367,-5.36116
Godolphin,Garden and outbuildings only,Child,Gift aid,4,50.1367,-5.36116
Godolphin,Garden and outbuildings only,Child,Standard,3.6,50.1367,-5.36116
Godolphin,Garden and outbuildings only,Group Child,Standard,3.3,50.1367,-5.36116
Grange Barn,Joint Entry to Coggeshall Properties,Adult,Standard,7.5,51.869099,0.68332
Grange Barn,Joint Entry to Coggeshall Properties,Child,Standard,3.75,51.869099,0.68332
Grantham House,Adult,Family,Standard,21.25,52.914799,-0.63818
Grantham House,Adult,Adult,Standard,8.5,52.914799,-0.63818
Grantham House,Adult,Child,Standard,4.25,52.914799,-0.63818
Gray's Printing Press,Whole property,Adult,Gift aid,5.5,54.8246,-7.46152
Gray's Printing Press,Whole property,Adult,Standard,5,54.8246,-7.46152
Great Chalfield Manor and Garden,Manor tour and garden,Family,Standard,25,51.368198,-2.19942
Great Chalfield Manor and Garden,Garden only,Family,Standard,15.5,51.368198,-2.19942
Great Chalfield Manor and Garden,Manor tour and garden,Adult,Standard,10,51.368198,-2.19942
Great Chalfield Manor and Garden,Manor tour and garden,Group Adult,Standard,8.5,51.368198,-2.19942
Great Chalfield Manor and Garden,Garden only,Adult,Standard,6.2,51.368198,-2.19942
Great Chalfield Manor and Garden,Garden only,Group Adult,Standard,5.2,51.368198,-2.19942
Great Chalfield Manor and Garden,Manor tour and garden,Child,Standard,5,51.368198,-2.19942
Great Chalfield Manor and Garden,Manor tour and garden,Group Child,Standard,4.2,51.368198,-2.19942
Great Chalfield Manor and Garden,Garden only,Child,Standard,3.1,51.368198,-2.19942
Great Chalfield Manor and Garden,Garden only,Group Child,Standard,2.6,51.368198,-2.19942
Greenway,Whole property,Family,Gift aid,31.9,50.382401,-3.5872
Greenway,Whole property,Family,Standard,29,50.382401,-3.5872
Greenway,Whole property,Family with 1 adult,Gift aid,19.2,50.382401,-3.5872
Greenway,Whole property,Family with 1 adult,Standard,17.4,50.382401,-3.5872
Greenway,Whole property,Adult,Gift aid,12.8,50.382401,-3.5872
Greenway,Whole property,Adult,Standard,11.6,50.382401,-3.5872
Greenway,Whole property,Group Adult,Standard,10.8,50.382401,-3.5872
Greenway,Whole property,Child,Gift aid,6.4,50.382401,-3.5872
Greenway,Whole property,Child,Standard,5.8,50.382401,-3.5872
Greenway,Whole property,Group Child,Standard,5.4,50.382401,-3.5872
Greyfriars' House and Garden,Whole property,Family,Gift aid,15,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Family,Standard,13.6,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Adult,Gift aid,6,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Adult,Standard,5.45,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Group Adult,Standard,5.1,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Child,Gift aid,3,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Child,Standard,2.7,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Group Child,Standard,2.55,52.190455,-2.21898
Greys Court,Whole property,Family,Gift aid,33,51.5452,-0.95151
Greys Court,Whole property,Family,Standard,29.7,51.5452,-0.95151
Greys Court,Whole property,Adult,Gift aid,13,51.5452,-0.95151
Greys Court,Whole property,Adult,Standard,11.7,51.5452,-0.95151
Greys Court,Whole property,Group Adult,Standard,10.4,51.5452,-0.95151
Greys Court,Whole property,Child,Gift aid,6.5,51.5452,-0.95151
Greys Court,Whole property,Child,Standard,5.85,51.5452,-0.95151
"Gunby Estate, Hall and Gardens",Whole property,Family,Gift aid,21.5,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Whole property,Family,Standard,19.5,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Gardens only,Family,Gift aid,14,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Gardens only,Family,Standard,12.7,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Whole property,Adult,Gift aid,9,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Whole property,Adult,Standard,8.1,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Whole property,Group Adult,Standard,6.5,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Gardens only,Adult,Gift aid,6.5,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Gardens only,Adult,Standard,5.9,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Whole property,Child,Gift aid,4.5,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Whole property,Child,Standard,4.05,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Whole property,Group Child,Standard,3.5,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Gardens only,Child,Gift aid,3.5,53.178001,0.19669
"Gunby Estate, Hall and Gardens",Gardens only,Child,Standard,3.15,53.178001,0.19669
Hadrian's Wall and Housesteads Fort,Housesteads Roman Fort,Family,Gift aid,22.4,55.013199,-2.32881
Hadrian's Wall and Housesteads Fort,Housesteads Roman Fort,Family,Standard,20.3,55.013199,-2.32881
Hadrian's Wall and Housesteads Fort,Housesteads Roman Fort,Adult,Gift aid,8.6,55.013199,-2.32881
Hadrian's Wall and Housesteads Fort,Housesteads Roman Fort,Adult,Standard,7.8,55.013199,-2.32881
Hadrian's Wall and Housesteads Fort,Housesteads Roman Fort,Concession,Gift aid,7.7,55.013199,-2.32881
Hadrian's Wall and Housesteads Fort,Housesteads Roman Fort,Concession,Standard,7,55.013199,-2.32881
Hadrian's Wall and Housesteads Fort,Housesteads Roman Fort,Child,Gift aid,5.2,55.013199,-2.32881
Hadrian's Wall and Housesteads Fort,Housesteads Roman Fort,Child,Standard,4.7,55.013199,-2.32881
Ham House and Garden,Whole property,Family,Gift aid,30.5,51.443199,-0.31505
Ham House and Garden,Whole property,Family,Standard,27.6,51.443199,-0.31505
Ham House and Garden,Whole property,Adult,Gift aid,12.2,51.443199,-0.31505
Ham House and Garden,Whole property,Adult,Standard,11.05,51.443199,-0.31505
Ham House and Garden,Whole property,Group Adult,Standard,9.4,51.443199,-0.31505
Ham House and Garden,Whole property,Child,Gift aid,6.1,51.443199,-0.31505
Ham House and Garden,Whole property,Child,Standard,5.5,51.443199,-0.31505
Hanbury Hall and Gardens,"House, Garden & Park",Family,Gift aid,31.5,52.275398,-2.08633
Hanbury Hall and Gardens,"House, Garden & Park",Family,Standard,28.6,52.275398,-2.08633
Hanbury Hall and Gardens,Garden & Park ,Family,Gift aid,21,52.275398,-2.08633
Hanbury Hall and Gardens,Garden & Park ,Family,Standard,19.05,52.275398,-2.08633
Hanbury Hall and Gardens,"House, Garden & Park",Adult,Gift aid,12.6,52.275398,-2.08633
Hanbury Hall and Gardens,"House, Garden & Park",Adult,Standard,11.45,52.275398,-2.08633
Hanbury Hall and Gardens,"House, Garden & Park",Group Adult,Standard,10,52.275398,-2.08633
Hanbury Hall and Gardens,Garden & Park ,Adult,Gift aid,8.4,52.275398,-2.08633
Hanbury Hall and Gardens,Garden & Park ,Adult,Standard,7.63,52.275398,-2.08633
Hanbury Hall and Gardens,Garden & Park ,Group Adult,Standard,6.7,52.275398,-2.08633
Hanbury Hall and Gardens,"House, Garden & Park",Child,Gift aid,6.3,52.275398,-2.08633
Hanbury Hall and Gardens,"House, Garden & Park",Child,Standard,5.7,52.275398,-2.08633
Hanbury Hall and Gardens,Garden & Park ,Child,Gift aid,4.2,52.275398,-2.08633
Hanbury Hall and Gardens,Garden & Park ,Child,Standard,3.8,52.275398,-2.08633
Hardwick,Old and New Hall ,Family,Standard,52.6,53.167801,-1.30813
Hardwick,House and Garden,Family,Gift aid,38.5,53.167801,-1.30813
Hardwick,House and Garden,Family,Standard,34.9,53.167801,-1.30813
Hardwick,House and Garden Christmas,Family,Gift aid,32.5,53.167801,-1.30813
Hardwick,House and Garden Christmas,Family,Standard,29.5,53.167801,-1.30813
Hardwick,Old and New Hall ,Adult,Standard,20.75,53.167801,-1.30813
Hardwick,Garden only,Family,Gift aid,19.3,53.167801,-1.30813
Hardwick,Garden only,Family,Standard,17.5,53.167801,-1.30813
Hardwick,House and Garden,Adult,Gift aid,15.4,53.167801,-1.30813
Hardwick,House and Garden,Adult,Standard,13.95,53.167801,-1.30813
Hardwick,House and Garden,Group Adult,Standard,13.25,53.167801,-1.30813
Hardwick,House and Garden Christmas,Adult,Gift aid,13,53.167801,-1.30813
Hardwick,House and Garden Christmas,Adult,Standard,11.8,53.167801,-1.30813
Hardwick,House and Garden Christmas,Group Adult,Standard,11.2,53.167801,-1.30813
Hardwick,Old and New Hall ,Child,Standard,11.1,53.167801,-1.30813
Hardwick,House and Garden,Child,Gift aid,7.7,53.167801,-1.30813
Hardwick,Garden only,Adult,Gift aid,7.7,53.167801,-1.30813
Hardwick,House and Garden,Child,Standard,7,53.167801,-1.30813
Hardwick,Garden only,Adult,Standard,7,53.167801,-1.30813
Hardwick,House and Garden Christmas,Child,Gift aid,6.5,53.167801,-1.30813
Hardwick,House and Garden Christmas,Child,Standard,5.9,53.167801,-1.30813
Hardwick,Garden only,Child,Gift aid,3.9,53.167801,-1.30813
Hardwick,Garden only,Child,Standard,3.54,53.167801,-1.30813
Hardwick Estate: Stainsby Mill,Whole property,Family,Gift aid,14,53.183275,-1.31952
Hardwick Estate: Stainsby Mill,Whole property,Family,Standard,12.72,53.183275,-1.31952
Hardwick Estate: Stainsby Mill,Whole property,Adult,Gift aid,5.6,53.183275,-1.31952
Hardwick Estate: Stainsby Mill,Whole property,Adult,Standard,5.09,53.183275,-1.31952
Hardwick Estate: Stainsby Mill,Whole property,Child,Gift aid,2.8,53.183275,-1.31952
Hardwick Estate: Stainsby Mill,Whole property,Child,Standard,2.54,53.183275,-1.31952
Hardy Monument,Entrance to the Monument,Child,Standard,2,50.686199,-2.54871
Hardy Monument,Entrance to the Monument,Adult,Standard,2,50.686199,-2.54871
Hardy's Cottage,Whole property,Family,Gift aid,19.3,50.731308,-2.386136
Hardy's Cottage,Whole property,Family,Standard,17.5,50.731308,-2.386136
Hardy's Cottage,Whole property,Adult,Gift aid,7.7,50.731308,-2.386136
Hardy's Cottage,Whole property,Adult,Standard,7,50.731308,-2.386136
Hardy's Cottage,Whole property,Group Adult,Standard,5.9,50.731308,-2.386136
Hardy's Cottage,Whole property,Child,Gift aid,3.9,50.731308,-2.386136
Hardy's Cottage,Whole property,Child,Standard,3.5,50.731308,-2.386136
Hardy's Cottage,Whole property,Group Child,Standard,3,50.731308,-2.386136
Hare Hill,Garden,Adult,Standard,8,53.283518,-2.191945
Hare Hill,Garden,Child,Standard,4,53.283518,-2.191945
Hatchlands Park,Whole property,Family,Gift aid,31.25,51.256401,-0.47067
Hatchlands Park,Whole property,Family,Standard,28.25,51.256401,-0.47067
Hatchlands Park,Parkland only,Family,Gift aid,18.75,51.256401,-0.47067
Hatchlands Park,Parkland only,Family,Standard,17,51.256401,-0.47067
Hatchlands Park,Whole property,Adult,Gift aid,12.5,51.256401,-0.47067
Hatchlands Park,Whole property,Adult,Standard,11.3,51.256401,-0.47067
Hatchlands Park,Whole property,Group Adult,Standard,8.5,51.256401,-0.47067
Hatchlands Park,Parkland only,Adult,Gift aid,7.5,51.256401,-0.47067
Hatchlands Park,Parkland only,Adult,Standard,6.8,51.256401,-0.47067
Hatchlands Park,Whole property,Child,Gift aid,6.25,51.256401,-0.47067
Hatchlands Park,Whole property,Child,Standard,5.65,51.256401,-0.47067
Hatchlands Park,Parkland only,Child,Gift aid,3.75,51.256401,-0.47067
Hatchlands Park,Parkland only,Child,Standard,3.4,51.256401,-0.47067
Hatfield Forest,Coach Parking,Coach Parking,Standard,25,51.8592,0.2363
Hatfield Forest,Minibus Parking,Mini Bus Parking,Standard,8,51.8592,0.2363
Hatfield Forest,Car Parking,Car,Standard,6,51.8592,0.2363
Hidcote,Whole property 4 Mar - 29 Oct 2017,Family,Gift aid,35,52.083,-1.74556
Hidcote,Whole property 4 Mar - 29 Oct 2017,Family,Standard,31.75,52.083,-1.74556
Hidcote,"Winter February, November, December 2017",Family,Gift aid,21.25,52.083,-1.74556
Hidcote,"Winter February, November, December 2017",Family,Standard,19.25,52.083,-1.74556
Hidcote,Whole property 4 Mar - 29 Oct 2017,Adult,Gift aid,14,52.083,-1.74556
Hidcote,Whole property 4 Mar - 29 Oct 2017,Adult,Standard,12.7,52.083,-1.74556
Hidcote,Whole property 4 Mar - 29 Oct 2017,Group Adult,Standard,12,52.083,-1.74556
Hidcote,"Winter February, November, December 2017",Adult,Gift aid,8.5,52.083,-1.74556
Hidcote,"Winter February, November, December 2017",Adult,Standard,7.7,52.083,-1.74556
Hidcote,"Winter February, November, December 2017",Group Adult,Standard,7.3,52.083,-1.74556
Hidcote,Whole property 4 Mar - 29 Oct 2017,Child,Gift aid,7,52.083,-1.74556
Hidcote,Whole property 4 Mar - 29 Oct 2017,Child,Standard,6.35,52.083,-1.74556
Hidcote,Whole property 4 Mar - 29 Oct 2017,Group Child,Standard,6,52.083,-1.74556
Hidcote,"Winter February, November, December 2017",Child,Gift aid,4.25,52.083,-1.74556
Hidcote,"Winter February, November, December 2017",Child,Standard,3.85,52.083,-1.74556
Hidcote,"Winter February, November, December 2017",Group Child,Standard,3.65,52.083,-1.74556
Hill Top,Hill Top,Family,Gift aid,30,54.351101,-2.97054
Hill Top,Hill Top,Family,Standard,27.25,54.351101,-2.97054
Hill Top,Hill Top,Adult,Gift aid,12,54.351101,-2.97054
Hill Top,Hill Top,Adult,Standard,10.9,54.351101,-2.97054
Hill Top,Hill Top,Child,Gift aid,6,54.351101,-2.97054
Hill Top,Hill Top,Child,Standard,5.45,54.351101,-2.97054
Hinton Ampner,Whole property,Family,Gift aid,37.5,51.044591,-1.151521
Hinton Ampner,Whole property,Family,Standard,33.75,51.044591,-1.151521
Hinton Ampner,Garden only and winter,Family,Gift aid,27.5,51.044591,-1.151521
Hinton Ampner,Garden only and winter,Family,Standard,25,51.044591,-1.151521
Hinton Ampner,Whole property,Adult,Gift aid,15,51.044591,-1.151521
Hinton Ampner,Whole property,Adult,Standard,13.5,51.044591,-1.151521
Hinton Ampner,Garden only and winter,Adult,Gift aid,11,51.044591,-1.151521
Hinton Ampner,Garden only and winter,Adult,Standard,10,51.044591,-1.151521
Hinton Ampner,Whole property,Group Adult,Standard,9.5,51.044591,-1.151521
Hinton Ampner,Garden only and winter,Group Adult,Standard,9.5,51.044591,-1.151521
Hinton Ampner,Whole property,Child,Gift aid,7.5,51.044591,-1.151521
Hinton Ampner,Whole property,Child,Standard,6.75,51.044591,-1.151521
Hinton Ampner,Garden only and winter,Child,Gift aid,5.5,51.044591,-1.151521
Hinton Ampner,Garden only and winter,Child,Standard,5,51.044591,-1.151521
Horsey Windpump,Horsey Windpump,Family,Standard,14,52.74247,1.638635
Horsey Windpump,Horsey Windpump,Adult,Standard,5.6,52.74247,1.638635
Horsey Windpump,Horsey Windpump,Group Adult,Standard,4.75,52.74247,1.638635
Horsey Windpump,Horsey Windpump,Child,Standard,2.8,52.74247,1.638635
Horsey Windpump,Horsey Windpump,Group Child,Standard,2.35,52.74247,1.638635
Houghton Mill and Waterclose Meadows,Mill,Family,Gift aid,14.5,52.3311,-0.1204
Houghton Mill and Waterclose Meadows,Mill,Family,Standard,13,52.3311,-0.1204
Houghton Mill and Waterclose Meadows,Mill,Adult,Gift aid,6,52.3311,-0.1204
Houghton Mill and Waterclose Meadows,Mill,Adult,Standard,5.45,52.3311,-0.1204
Houghton Mill and Waterclose Meadows,Mill,Group Adult,Standard,4.5,52.3311,-0.1204
Houghton Mill and Waterclose Meadows,Mill,Child,Gift aid,2.75,52.3311,-0.1204
Houghton Mill and Waterclose Meadows,Mill,Child,Standard,2.5,52.3311,-0.1204
Houghton Mill and Waterclose Meadows,Mill,Group Child,Standard,2,52.3311,-0.1204
Hughenden,Whole property,Family,Gift aid,31.65,51.650214,-0.7565552
Hughenden,Whole property,Family,Standard,28.75,51.650214,-0.7565552
Hughenden,Grounds only,Family,Gift aid,15.9,51.650214,-0.7565552
Hughenden,Grounds only,Family,Standard,14.4,51.650214,-0.7565552
Hughenden,Whole property,Adult,Gift aid,12.65,51.650214,-0.7565552
Hughenden,Whole property,Adult,Standard,11.5,51.650214,-0.7565552
Hughenden,Whole property,Group Adult,Standard,10.5,51.650214,-0.7565552
Hughenden,Whole property,Child,Gift aid,6.35,51.650214,-0.7565552
Hughenden,Grounds only,Adult,Gift aid,6.35,51.650214,-0.7565552
Hughenden,Whole property,Child,Standard,5.75,51.650214,-0.7565552
Hughenden,Grounds only,Adult,Standard,5.75,51.650214,-0.7565552
Hughenden,Whole property,Group Child,Standard,5.25,51.650214,-0.7565552
Hughenden,Grounds only,Child,Gift aid,3.2,51.650214,-0.7565552
Hughenden,Grounds only,Child,Standard,2.9,51.650214,-0.7565552
Ickworth,Whole property,Family,Gift aid,37.5,52.222136,0.6563212
Ickworth,Whole property,Family,Standard,33.75,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Family,Gift aid,25,52.222136,0.6563212
Ickworth,Whole property,Family with 1 adult,Gift aid,22.5,52.222136,0.6563212
Ickworth,Parkland and gardens only,Family,Gift aid,22.5,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Family,Standard,22.5,52.222136,0.6563212
Ickworth,Whole property,Family with 1 adult,Standard,20.25,52.222136,0.6563212
Ickworth,Parkland and gardens only,Family,Standard,20.25,52.222136,0.6563212
Ickworth,House upgrade,Family,Gift aid,15,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Family with 1 adult,Gift aid,15,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Family,Gift aid,15,52.222136,0.6563212
Ickworth,Whole property,Adult,Gift aid,15,52.222136,0.6563212
Ickworth,Whole property,Adult,Standard,13.5,52.222136,0.6563212
Ickworth,House upgrade,Family,Standard,13.5,52.222136,0.6563212
Ickworth,Parkland and gardens only,Family with 1 adult,Gift aid,13.5,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Family with 1 adult,Standard,13.5,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Family,Standard,13.5,52.222136,0.6563212
Ickworth,Whole property,Group Adult,Standard,12.75,52.222136,0.6563212
Ickworth,Parkland and gardens only,Family with 1 adult,Standard,12.15,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Adult,Gift aid,10,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Adult,Standard,9,52.222136,0.6563212
Ickworth,House upgrade,Family with 1 adult,Gift aid,9,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Family with 1 adult,Gift aid,9,52.222136,0.6563212
Ickworth,Parkland and gardens only,Adult,Gift aid,9,52.222136,0.6563212
Ickworth,Parkland and gardens only,Adult,Standard,8.1,52.222136,0.6563212
Ickworth,House upgrade,Family with 1 adult,Standard,8.1,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Family with 1 adult,Standard,8.1,52.222136,0.6563212
Ickworth,Parkland and gardens only,Group Adult,Standard,7.65,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Group Adult,Standard,7.65,52.222136,0.6563212
Ickworth,Whole property,Child,Gift aid,7.5,52.222136,0.6563212
Ickworth,Whole property,Child,Standard,6.75,52.222136,0.6563212
Ickworth,Whole property,Group Child,Standard,6.4,52.222136,0.6563212
Ickworth,House upgrade,Adult,Gift aid,6,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Adult,Gift aid,6,52.222136,0.6563212
Ickworth,House upgrade,Adult,Standard,5.4,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Adult,Standard,5.4,52.222136,0.6563212
Ickworth,House upgrade,Group Adult,Standard,5.1,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Child,Gift aid,5,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Group Adult,Standard,4.6,52.222136,0.6563212
Ickworth,Parkland and gardens only,Child,Gift aid,4.5,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Child,Standard,4.5,52.222136,0.6563212
Ickworth,Parkland and gardens only,Child,Standard,4.05,52.222136,0.6563212
Ickworth,Parkland and gardens only,Group Child,Standard,3.8,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Group Child,Standard,3.8,52.222136,0.6563212
Ickworth,House upgrade,Child,Gift aid,3,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Child,Gift aid,3,52.222136,0.6563212
Ickworth,House upgrade,Child,Standard,2.7,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Child,Standard,2.7,52.222136,0.6563212
Ickworth,House upgrade,Group Child,Standard,2.55,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Group Child,Standard,2.3,52.222136,0.6563212
Ightham Mote,Whole property (3 Mar-28 Oct),Family,Gift aid,34.6,51.258598,0.27088
Ightham Mote,Whole property (3 Mar-28 Oct),Family,Standard,31.45,51.258598,0.27088
Ightham Mote,1 Dec - 31 Dec,Family,Gift aid,23.5,51.258598,0.27088
Ightham Mote,1 Dec - 31 Dec,Family,Standard,21,51.258598,0.27088
Ightham Mote,New Year's Day,Family,Gift aid,16.5,51.258598,0.27088
Ightham Mote,New Year's Day,Family,Standard,15,51.258598,0.27088
Ightham Mote,Whole property (3 Mar-28 Oct),Adult,Gift aid,13.6,51.258598,0.27088
Ightham Mote,Whole property (3 Mar-28 Oct),Adult,Standard,12,51.258598,0.27088
Ightham Mote,1 Dec - 31 Dec,Adult,Gift aid,9,51.258598,0.27088
Ightham Mote,1 Dec - 31 Dec,Adult,Standard,8,51.258598,0.27088
Ightham Mote,Whole property (3 Mar-28 Oct),Child,Gift aid,6.8,51.258598,0.27088
Ightham Mote,New Year's Day,Adult,Gift aid,6.5,51.258598,0.27088
Ightham Mote,Whole property (3 Mar-28 Oct),Child,Standard,6,51.258598,0.27088
Ightham Mote,New Year's Day,Adult,Standard,5.75,51.258598,0.27088
Ightham Mote,1 Dec - 31 Dec,Child,Gift aid,4.5,51.258598,0.27088
Ightham Mote,Winter (2 Jan - 2 Mar),Adult,Gift aid,4.5,51.258598,0.27088
Ightham Mote,Winter (29 Oct-31 Nov),Adult,Gift aid,4.5,51.258598,0.27088
Ightham Mote,1 Dec - 31 Dec,Child,Standard,4,51.258598,0.27088
Ightham Mote,Winter (2 Jan - 2 Mar),Adult,Standard,4,51.258598,0.27088
Ightham Mote,Winter (29 Oct-31 Nov),Adult,Standard,4,51.258598,0.27088
Ightham Mote,New Year's Day,Child,Gift aid,3.5,51.258598,0.27088
Ightham Mote,New Year's Day,Child,Standard,3,51.258598,0.27088
Ightham Mote,Winter (2 Jan - 2 Mar),Child,Gift aid,2.25,51.258598,0.27088
Ightham Mote,Winter (29 Oct-31 Nov),Child,Gift aid,2.25,51.258598,0.27088
Ightham Mote,Winter (2 Jan - 2 Mar),Child,Standard,2,51.258598,0.27088
Ightham Mote,Winter (29 Oct-31 Nov),Child,Standard,2,51.258598,0.27088
Kedleston Hall,Whole property,Family,Gift aid,37.5,52.9585,-1.53348
Kedleston Hall,Whole property,Family,Standard,34,52.9585,-1.53348
Kedleston Hall,Grounds,Family,Gift aid,18.75,52.9585,-1.53348
Kedleston Hall,Grounds,Family,Standard,17,52.9585,-1.53348
Kedleston Hall,Whole property,Adult,Gift aid,15,52.9585,-1.53348
Kedleston Hall,Whole property,Adult,Standard,13.6,52.9585,-1.53348
Kedleston Hall,Whole property,Group Adult,Standard,12.5,52.9585,-1.53348
Kedleston Hall,Whole property,Child,Gift aid,7.5,52.9585,-1.53348
Kedleston Hall,Grounds,Adult,Gift aid,7.5,52.9585,-1.53348
Kedleston Hall,Whole property,Child,Standard,6.8,52.9585,-1.53348
Kedleston Hall,Grounds,Adult,Standard,6.8,52.9585,-1.53348
Kedleston Hall,Whole property,Group Child,Standard,6.25,52.9585,-1.53348
Kedleston Hall,Grounds,Group Adult,Standard,5.3,52.9585,-1.53348
Kedleston Hall,Grounds,Child,Gift aid,3.75,52.9585,-1.53348
Kedleston Hall,Grounds,Child,Standard,3.4,52.9585,-1.53348
Kedleston Hall,Grounds,Group Child,Standard,2.65,52.9585,-1.53348
Killerton,Whole property,Family,Gift aid,31.9,50.792,-3.4565
Killerton,Whole property,Family,Standard,29,50.792,-3.4565
Killerton,Whole property,Family with 1 adult,Gift aid,19.2,50.792,-3.4565
Killerton,Whole property,Family with 1 adult,Standard,17.4,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Family,Standard,14.5,50.792,-3.4565
Killerton,Whole property,Adult,Gift aid,12.8,50.792,-3.4565
Killerton,Whole property,Adult,Standard,11.6,50.792,-3.4565
Killerton,Whole property,Group Adult,Standard,10.8,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Family with 1 adult,Standard,8.7,50.792,-3.4565
Killerton,Whole property,Child,Gift aid,6.4,50.792,-3.4565
Killerton,Whole property,Child,Standard,5.8,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Adult,Standard,5.8,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Child,Standard,2.9,50.792,-3.4565
Kingston Lacy,March to October,Family,Gift aid,37.5,50.810398,-2.0306
Kingston Lacy,March to October,Family,Standard,34,50.810398,-2.0306
Kingston Lacy,March to October,Adult,Gift aid,15,50.810398,-2.0306
Kingston Lacy,March to October,Adult,Standard,13.6,50.810398,-2.0306
